Date,Client,Mission Reference,Prix Client,Prix Driver,Adresse de départ,Adresse d'arrivée,Retard driver,Driver login,mission Status,Distance total,Durée de la mission,Rating Client
2023-05-04,Company C,CqLWzXf,151,78,"SOMEDAT STVA, QUARTIER DU PARC DE L'ARTILLERIE, MIRAMAS, 13140, FRA","1085 chemin de st privat,  rousset, France",-155,test_4@test.com,FINISHED,152,141,
2023-05-04,Company K,DZ3E21b,199,160,"4 Rue Gutenberg, 33700 Mérignac, France","1 Avenue de l'Europe, 31620 Castelnau-d'Estrétefonds, France",614,test_5@test.com,FINISHED,466,"1,085",
2023-05-04,Company K,NR2EwrT,40.5,29,"74, route de la Reine 92100 Boulogne","Rue de l'Armée d'Orient, Paris, France",-146,test_2@test.com,FINISHED,22,103,
2023-05-04,Company K,QFDbmUA,30,20,"99 Rue Mirabeau, Ivry-sur-Seine, France","105, Bd Gabriel Péri 92240 Malakoff",-5,test_5@test.com,FINISHED,14,45,
2023-05-04,Company K,jYVwHtZ,30,23,"43 Rue du Président Wilson, 92300 Levallois-Perret, France","74, route de la Reine 92100 Boulogne",-178,test_3@test.com,FINISHED,18,41,
2023-05-04,Company K,KYlZQGq,22.5,20,"11 Rue des Sablons, 75116 Paris, France","133 Avenue des Champs-Élysées, Paris, France",-172,test_3@test.com,FINISHED,4,41,
2023-05-04,Company L - M,UyKhCzx,37.5,30,"11 Rue des Sablons, 75116 Paris, France","6 Rue Fructidor, Saint-Ouen-sur-Seine, France",45,test_2@test.com,FINISHED,12,45,
2023-05-04,Company L - M,cZzuBRY,84,77,"8 Rue Anatole France, Lille, France","Av. Marc Lefrancq, 59111 Lieu-Saint-Amand, France",139,test_1@test.com,FINISHED,130,131,
2023-05-04,Company L - M,OSwJjGn,44,30,"30 Rue de Paris, 93130 Noisy-le-Sec, France","1 Rue du Jura, Rungis, France",-207,test_4@test.com,FINISHED,58,68,
2023-05-04,Company N - O,hqoMezK,44,25,"30 Rue de Paris, 93130 Noisy-le-Sec, France","12 Rue Doulcet, Sevran, France",-194,test_4@test.com,FINISHED,20,40,
2023-05-04,Company N - O,i2avzAH,44,29,"1 Rue du Jura, Rungis, France","30 Rue de Paris, 93130 Noisy-le-Sec, France",21,test_5@test.com,FINISHED,48,62,
2023-05-04,Company N - O,qERXj5r,44,26,"12 Rue Doulcet, Sevran, France","30 Rue de Paris, 93130 Noisy-le-Sec, France",-166,test_3@test.com,FINISHED,20,36,
2023-05-04,Company P,KQ38QHU,217,180,"14 Rte de Dhuizon, 41250 Neuvy, France","La Merdachere, 49370 Val d'Erdre-Auxence, France",14,test_5@test.com,FINISHED,436,340,
2023-05-04,Company P,O4LwMxJ,193,154.34,"14 Rte de Dhuizon, 41250 Neuvy, France","4 Rue Xavier Gout, Neuilly-Plaisance, France",47,test_1@test.com,FINISHED,360,307,
2023-05-04,Company Q - R,YBBsCkJ,70,50,99 Boulevard Lefebvre 75015 Paris,"75 Rue Bonaparte, 75006 Paris, France","-1,943",test_1@test.com,FINISHED,8,75,
2023-05-04,Company Q - R,fJBC8KS,70,50,99 Boulevard Lefebvre 75015 Paris,"75 Rue de la Réunion, Paris, France",-241,test_4@test.com,FINISHED,28,62,
2023-05-05,Company S,Ax3joNa,151,72,"Route de Picardie, 60190 Avrigny, France","139 rue lamarck,  paris, France",80,test_5@test.com,FINISHED,168,279,
2023-05-05,Company S,4WG9xAI,22.5,20,"38 Promenade du Verger, Issy-les-Moulineaux, France","39 Avenue Louis Breguet, 78140 Vélizy-Villacoublay, France",-140,test_1@test.com,FINISHED,24,67,
2023-05-05,Company T - U,JkEqkgj,45.5,27,"93 Avenue Emile Zola, 75015 Paris, France","71 Bd de Vaugirard, 75015 Paris, France",-121,test_4@test.com,FINISHED,6,68,
2023-05-05,Company T - U,LBMCNyD,30,14,"12 Rue du Bicentenaire, Puteaux, France","74, route de la Reine 92100 Boulogne",-209,test_4@test.com,FINISHED,14,40,
2023-05-05,Company T - U,E2F2iar,127,90,"19 Rue de l'Union, Sotteville-lès-Rouen, France","Rue du Bois Barbier, 60880 Le Meux, France",-60,test_5@test.com,CANCELLED,292,20,
2023-05-05,Company T - U,5DF4LYi,44,26,"64 Rue des Vanesses, Villepinte, France","30 Rue de Paris, 93130 Noisy-le-Sec, France",-143,test_2@test.com,FINISHED,28,36,
2023-05-05,Company V - W,qUgcqhn,44,26,"30 Rue de Paris, 93130 Noisy-le-Sec, France","64 Rue des Vanesses, Villepinte, France",-156,test_4@test.com,FINISHED,28,35,
2023-05-05,Company V - W,9PGrUrp,22.5,20,"1 Rue Charles Péguy, Suresnes, France","11 Rue des Sablons, 75116 Paris, France",35,test_1@test.com,FINISHED,12,27,
2023-05-05,Company X,EF72RSg,22.5,15,"11 Rue des Sablons, 75116 Paris, France","1 Rue Charles Péguy, Suresnes, France",-190,test_2@test.com,FINISHED,14,35,
2023-05-05,Company X,vTPIJuZ,20,15,"6 Rue Joannes Carret, 69009 Lyon, France","7 Place Victor Basch, Lyon, France",-75,test_1@test.com,FINISHED,14,44,
2023-05-05,Company Y,wQOg6eK,20,15,"7 Place Victor Basch, Lyon, France","6 Rue Joannes Carret, 69009 Lyon, France",-45,test_2@test.com,FINISHED,14,36,
2023-05-05,Company Y,MFvU8lV,90,46,"84 Rue aux Arènes, Metz, France","Rue de l'Ingénieur Kind, 57600 Forbach, France",-221,test_2@test.com,FINISHED,124,91,3
2023-05-09,Company Y,1YXXTko,58,38,"34 avenue henri dunant,  marignane, France","SOMEDAT STVA, QUARTIER DU PARC DE L'ARTILLERIE, MIRAMAS, 13140, FRA",-141,test_5@test.com,FINISHED,80,91,
2023-05-09,Company Z,6ppFcyA,58,19,"96 rue edouard vaillant,  levallois perret, France",1 rue de l'ile de France 94460 Valenton,-109,test_1@test.com,FINISHED,66,100,
2023-05-09,Company Z,75wSy1u,106,40,1 rue de l'ile de France 94460 Valenton,"6 bld mickael faraday,  marne la vallee , France",-173,test_1@test.com,FINISHED,76,62,
2023-05-09,Company A,IFbl5rk,51,28,"20 Avenue René Cassin, Lyon, France","6 Avenue de l'Industrie, 69960 Corbas, France",44,test_2@test.com,FINISHED,40,169,
2023-05-09,Company A,PzhpWYb,51,28,"Rue Joseph Cugnot, Rezé, France","Rue Santos Dumont, 44860 Saint-Aignan-Grandlieu, France",-122,test_5@test.com,FINISHED,16,85,3
2023-05-09,Company A,23Z6WCo,20,20,"15 Place Georges Pompidou, Montigny-le-Bretonneux, France","39 Avenue Louis Breguet, 78140 Vélizy-Villacoublay, France",28,test_3@test.com,FINISHED,42,35,
2023-05-09,Company D,6CxAisb,38,26,"107 Avenue Gabriel Péri, Saint-Ouen-sur-Seine, France","30 Rue de Paris, 93130 Noisy-le-Sec, France",-83,test_2@test.com,FINISHED,20,37,
2023-05-09,Company D,HntIdVB,38,22,"30 Rue de Paris, 93130 Noisy-le-Sec, France","26 Rue Louis Delplace, Drancy, France",-158,test_5@test.com,FINISHED,14,32,
2023-05-09,Company D,PONhtAV,38,24,"30 Rue de Paris, 93130 Noisy-le-Sec, France","6 Avenue des Rochers, Le Perreux-sur-Marne, France",-171,test_2@test.com,FINISHED,22,52,
2023-05-09,Company D,SKwMi9K,38,21,"26 Rue Louis Delplace, Drancy, France","30 Rue de Paris, 93130 Noisy-le-Sec, France",-30,test_3@test.com,FINISHED,8,44,
2023-05-09,Company B,1qJAeIk,47.3,37,"49 Avenue des Capucines, Pontault-Combault, France","74, route de la Reine 92100 Boulogne",71,test_1@test.com,FINISHED,78,111,
2023-05-09,Company B,DfqVRje,30,20,"9 Quai du Point-du-Jour, Boulogne-Billancourt, France","74, route de la Reine 92100 Boulogne",44,test_4@test.com,FINISHED,6,34,
2023-05-09,Company B,GHmxUsB,30,20,"47 Rue des Peupliers, 92100 Boulogne-Billancourt, France","74, route de la Reine 92100 Boulogne",6,test_1@test.com,FINISHED,6,30,
2023-05-09,Company B,HU51Lc8,30,21,"17 Rue du Docteur Lancereaux, Paris, France","29 Rue Frémicourt, 75015 Paris, France",-44,test_1@test.com,FINISHED,10,54,
2023-05-09,Company F,ANcQvHx,334,255,"Rue des Vernaies, Thônes, France","11 Rue de l'Imprimerie, Montpellier, France",25,test_3@test.com,FINISHED,830,354,
2023-05-09,Company F,4yxxC87,22.5,20,"46 Avenue George V, Paris, France","11 Rue des Sablons, 75116 Paris, France",-142,test_5@test.com,FINISHED,6,42,
2023-05-09,Company F,aV8Q4x0,22.5,20,"92 Avenue Gambetta, Paris, France","11 Rue des Sablons, 75116 Paris, France",-92,test_2@test.com,FINISHED,32,78,
2023-05-09,Company F,RK7zzw3,193,100,"14 Rte de Dhuizon, 41250 Neuvy, France","79 Avenue du Général de Gaulle, Maisons-Alfort, France",-79,test_3@test.com,FINISHED,336,241,
2023-05-09,Company E,3SjmEFg,48,30,"9 Av. Claude Vellefaux, 75010 Paris, France","98 Rue Jean Jaurès, Levallois-Perret, France",-117,test_2@test.com,FINISHED,20,78,
2023-05-09,Company E,kbhbf6p,48,21,"9 Av. Claude Vellefaux, 75010 Paris, France","98 Rue Jean Jaurès, Levallois-Perret, France",-185,test_4@test.com,FINISHED,20,67,
2023-05-09,Company G,saKCJiz,167,120,"237 Cours Libération, BP 2348 38033, Grenoble France","40 Chemin de Paisy, Limonest, France",-166,test_5@test.com,FINISHED,256,221,
2023-05-10,Company G,7jwj1Jm,106,31,1 rue de l'ile de France 94460 Valenton,"3 rue de la resistance , Sarcelles, France",150,test_2@test.com,FINISHED,84,87,
2023-05-10,Company H,JCSNKQz,58,29,"4 rue des freres caudron, Velizy villacoublay, France",1 rue de l'ile de France 94460 Valenton,108,test_1@test.com,FINISHED,52,82,
2023-05-10,Company H,LUdM99s,58,30,"2 rue paul doumer, Palaiseau, France",1 rue de l'ile de France 94460 Valenton,-62,test_3@test.com,FINISHED,52,53,
2023-05-10,Company H,3tFF16l,20,25,"39 Avenue Louis Breguet, 78140 Vélizy-Villacoublay, France","15 Place Georges Pompidou, Montigny-le-Bretonneux, France",-140,test_4@test.com,FINISHED,24,46,
2023-05-10,Company H,AkCckmz,38,25,"30 Rue de Paris, 93130 Noisy-le-Sec, France","15 Allée du Docteur Albert Schweitzer, Vincennes, France",-70,test_2@test.com,FINISHED,22,56,
2023-05-10,Company J,NVFJUUi,38,23,"3 Rue Jules Verne, Drancy, France","30 Rue de Paris, 93130 Noisy-le-Sec, France",-123,test_5@test.com,FINISHED,10,30,
2023-05-10,Company J,EQyrfEN,28,21,"17 Rue du Docteur Lancereaux, Paris, France","105, Bd Gabriel Péri 92240 Malakoff",-60,test_2@test.com,FINISHED,26,47,
2023-05-10,Company J,O5agnDW,30,21,"3 Avenue Desfeux, Boulogne-Billancourt, France","74, route de la Reine 92100 Boulogne",-131,test_1@test.com,FINISHED,4,19,
2023-05-10,Company J,PfHWnv5,30,21,"29 Rue Frémicourt, 75015 Paris, France","2 Rue des Vergers, Châtillon, France",-218,test_5@test.com,FINISHED,12,41,
2023-05-10,Company K,IB7V9BM,103,70,"163 Quai Aulagnier, Asnières-sur-Seine, France","Rue du Bois Barbier, 60880 Le Meux, France","1,262",test_1@test.com,FINISHED,166,"1,055",
2023-05-10,Company K,iz8Fewr,103,63,"Avenue de Fouilleuse, Rueil-Malmaison, France","Rue du Bois Barbier, 60880 Le Meux, France",-152,test_4@test.com,FINISHED,190,136,
2023-05-10,Company K,5EeHW3a,22.5,20,"116 Avenue Henri Barbusse, 92700 Colombes, France","28 Allée d'Aquitaine, Nanterre, France",-164,test_1@test.com,FINISHED,8,40,
2023-05-10,Company K,PN49AOw,22.5,20,"11 Rue des Sablons, 75116 Paris, France","116 Avenue Henri Barbusse, Colombes, France",-212,test_1@test.com,FINISHED,16,67,
2023-05-10,Company K,a5ysYjX,22.5,20,"2 Place Jean Millier, Courbevoie, France","116 Avenue Henri Barbusse, 92700 Colombes, France",-109,test_3@test.com,FINISHED,8,37,
2023-05-10,Company C,rHXRZ6F,22.5,15,"28 Allée d'Aquitaine, Nanterre, France","116 Avenue Henri Barbusse, 92700 Colombes, France",35,test_4@test.com,FINISHED,8,62,
2023-05-10,Company C,L6xJzZm,75,40,"1051 Rue des Cormiers, 78630 Orgeval, France","8 Rue Vernet, Paris, France",-137,test_4@test.com,FINISHED,62,59,
2023-05-10,Company P,vpj2rfE,90,65,"28 Avenue Maurice Thorez, Vénissieux, France","7 Rue des Frères Salvez, 01500 Ambérieu-en-Bugey, France",200,test_2@test.com,FINISHED,120,251,
2023-05-10,Company P,w8FRtIE,125,143,"851 Rue de la Loire, 45560 Saint-Denis-en-Val, France","Rue de la Gare, 18000 Bourges, France",7,test_1@test.com,FINISHED,212,133,
2023-05-10,Company Q - R,zmePpPO,165,138,"1 Rue du Firstplan, Osenbach, France","Rue de l'Ingénieur Kind, 57600 Forbach, France",-242,test_4@test.com,FINISHED,402,207,
2023-05-10,Company S,NzMybwn,80,14,"8 Via Angelo Rizzoli, Milano, Italia","Via I Maggio, 103, 20863 Concorezzo, Provincia di Monza e della Brianza, Lombardia, Italia",-162,test_3@test.com,FINISHED,34,18,
2023-05-10,Company S,wgbcbka,80,14,"Via Giovanni Capranesi, 43, 00155 Roma, Metropolitan City of Rome Capital, Lazio, Italia","40 Piazzale dell'Industria, Roma, Italia",-203,test_1@test.com,FINISHED,54,83,
2023-05-10,Company T - U,DsJp7uO,25,15,"1567 Route de la Châtaignière, Limonest, France","6 Rue Joannes Carret, 69009 Lyon, France",-100,test_2@test.com,FINISHED,14,45,
2023-05-10,Company T - U,62Z8NhY,35,18,"4 Avenue Gabriel Péri, 78360 Montesson, France","7 Rond-Point de l'Étoile, Vaucresson, France",-40,test_3@test.com,FINISHED,18,41,
2023-05-10,Company T - U,mHM3ERW,195.16,153.79,"237 Cours Libération, BP 2348 38033, Grenoble France","116 Cr Lafayette, 69003 Lyon, France",-259,test_4@test.com,CANCELLED,246,978,
2023-05-10,Company V - W,o1v99Al,913.68,555.02,"1 rue joseph Cugnot, . 38300, Bourgoin Jallieu France","52 Rue Jacquard, Lagny-sur-Marne, France",642,test_3@test.com,FINISHED,"2,1","1,506",
2023-05-10,Company V - W,tizqrfH,51,24,"8 Avenue Vladimir Illitch Lénine, Nanterre, France","22 Rue des Deux Gares, Rueil-Malmaison, France",69,test_5@test.com,FINISHED,6,54,
2023-05-10,Company V - W,OlZuNiO,296,226,"19 Av. des Peupliers, 35510 Cesson-Sévigné, France","8 Rue Roger Quille, Montmagny, France",-37,test_3@test.com,FINISHED,762,296,
2023-05-11,Company V - W,0LQvtfG,103,75,"59 rue de provence,  paris, France","Route de Picardie, 60190 Avrigny, France",-128,test_2@test.com,FINISHED,168,210,
2023-05-11,Company L - M,6KBJYpf,103,75,"59 rue de provence,  paris, France","Route de Picardie, 60190 Avrigny, France",-324,test_4@test.com,FINISHED,168,126,
2023-05-11,Company L - M,7SlVpqM,175,100,"Route de Picardie, 60190 Avrigny, France","1 rue daddy,  bezannes, France",-35,test_1@test.com,FINISHED,246,150,
2023-05-11,Company L - M,0MCIoS1,33.75,26,"39 Avenue Louis Breguet, 78140 Vélizy-Villacoublay, France","6 Rue Marcel Paul, Massy, France",-142,test_3@test.com,FINISHED,36,65,
2023-05-11,Company L - M,3Unr5nV,30,22,"66 Avenue Pierre Brossolette, 92240 Malakoff, France","74, route de la Reine 92100 Boulogne",-129,test_1@test.com,FINISHED,14,32,
2023-05-11,Company L - M,Ai37txd,83.05,38,"74, route de la Reine 92100 Boulogne","49 Avenue des Capucines, Pontault-Combault, France",-191,test_2@test.com,FINISHED,76,95,
2023-05-11,Company A,Y51Qbon,38,26,"1 Rue Jean Hémard, Créteil, France","11 Boulevard du Colonel Fabien, 94200 Ivry-sur-Seine, France",-99,test_5@test.com,FINISHED,12,43,
2023-05-11,Company A,Zn0qcn0,25,20,"2 Rue Jean Moulin, Les Lilas, France","30 Rue de Paris, 93130 Noisy-le-Sec, France",-113,test_3@test.com,FINISHED,8,26,
2023-05-11,Company B,dkvHHTJ,38,24,"21 Rue de la Marseillaise, Vincennes, France","30 Rue de Paris, 93130 Noisy-le-Sec, France",-34,test_2@test.com,FINISHED,14,46,
2023-05-11,Company B,BZ968FY,22.5,20,"42 Rue de Bellevue, Boulogne-Billancourt, France","116 Avenue Henri Barbusse, 92700 Colombes, France",-145,test_1@test.com,FINISHED,22,53,
2023-05-11,Company B,UwIWy33,35.55,33,"15-17 Rue Barbès, 92120 Montrouge, France","25 Rue Louis Léon Lepoutre, Nogent-sur-Marne, France",-123,test_1@test.com,FINISHED,34,78,
2023-05-11,Company C,WgUwFw4,22.5,15,"116 Avenue Henri Barbusse, 92700 Colombes, France","49 Avenue Georges Pompidou, Levallois-Perret, France",-166,test_5@test.com,FINISHED,10,33,
2023-05-11,Company C,cTCVdza,29.7,24,"25 Rue Louis Léon Lepoutre, Nogent-sur-Marne, France","15-17 Rue Barbès, 92120 Montrouge, France",-111,test_1@test.com,CANCELLED,32,77,
2023-05-11,Company D,uDZmTqt,22.5,20,"143 Avenue de Verdun, Issy-les-Moulineaux, France","15-17 Rue Barbès, 92120 Montrouge, France",-12,test_2@test.com,FINISHED,16,43,
2023-05-11,Company D,E51jJE4,515,331.15,"4 Rue Gaye Marie, Toulouse, France","1 Rue Ampère, Pontoise, France",393,test_3@test.com,FINISHED,"1,458","1,194",
2023-05-11,Company D,Xl9d7K6,275,265.98,"14 Rte de Dhuizon, 41250 Neuvy, France","3 Rue Gambetta, Mâcon, France",-170,test_2@test.com,FINISHED,668,327,
2023-05-11,Company D,3flUwOh,145,124,"1 Rue des Fusillés, Gap, France","SOMEDAT STVA, QUARTIER DU PARC DE L'ARTILLERIE, MIRAMAS, 13140, FRA","1,144",test_5@test.com,FINISHED,392,"1,116",
2023-05-11,Company E,xC3YQ8i,435.48,397.57,"135 Rue Pasteur, Bordeaux, France","1598 Rte de Quarante Sous, 78630 Orgeval, France",648,test_4@test.com,FINISHED,"1,202","1,389",
2023-05-11,Company E,BuE48Pj,58,34,"20 Rue Louise de Vilmorin, 91630 Avrainville, France","20 Rue Louis David, Bagnolet, France",-197,test_3@test.com,FINISHED,82,97,
2023-05-11,Company E,lZG4niU,233,200,"20 Rue Louise de Vilmorin, 91630 Avrainville, France","9 Rue de la Mairie, Louzy, France",-207,test_1@test.com,FINISHED,584,309,
2023-05-11,Company E,UuDNGQh,39,26,"42 Rue des Tuileries, 67460 Souffelweyersheim, France","23 Rue du Marais Vert, Strasbourg, France",-171,test_5@test.com,FINISHED,14,35,
2023-05-11,Company F,hMM8Twx,39,26,"23 Rue du Marais Vert, Strasbourg, France","42 Rue des Tuileries, 67460 Souffelweyersheim, France",-146,test_4@test.com,FINISHED,12,40,
2023-05-11,Company F,4HpwkSp,35,22,"449 Av. de Dunkerque, 59160 Lille, France","4 Place de la Victoire, Linselles, France",-167,test_5@test.com,CANCELLED,32,44,
2023-05-11,Company F,f7wjrsl,35,24,"4 Place de la Victoire, Linselles, France","449 Av. de Dunkerque, 59160 Lille, France",-24,test_5@test.com,FINISHED,32,52,
2023-05-12,Company F,0AcYeB2,84,58,"697 route des vignerons,  portes des pierres dorees, France","7 Rue des Frères Salvez, 01500 Ambérieu-en-Bugey, France",-165,test_3@test.com,FINISHED,134,99,
2023-05-12,Company F,0Xp32qD,51,32,"81 rue de l'acacia,  salon de provence, France","SOMEDAT STVA, QUARTIER DU PARC DE L'ARTILLERIE, MIRAMAS, 13140, FRA",315,test_4@test.com,FINISHED,34,79,
2023-05-12,Company G,9kqjAVb,84,60,"329 chemin de bramfaim,  valencin, France","7 Rue des Frères Salvez, 01500 Ambérieu-en-Bugey, France",-37,test_3@test.com,FINISHED,124,78,
2023-05-12,Company G,20jvq9Z,175,130,"8 Rue Blaise Pascal, Chartres, France","Rue du Bois Barbier, 60880 Le Meux, France","3,928",test_3@test.com,FINISHED,346,"3,867",
2023-05-12,Company G,4GdlYfa,58,32,"1 Allée Colette, Rillieux-la-Pape, France","6 Avenue de l'Industrie, 69960 Corbas, France",-42,test_2@test.com,FINISHED,56,92,
2023-05-12,Company G,EYVOhQ7,103,70,"4 Rue Joseph Leclainche, Gennevilliers, France","Rue du Bois Barbier, 60880 Le Meux, France",253,test_4@test.com,FINISHED,168,19,
2023-05-12,Company H,Encusmv,257,460.43,"Route de la Meyze, Nexon, France","Rue Santos Dumont, 44860 Saint-Aignan-Grandlieu, France","3,854",test_1@test.com,FINISHED,686,"3,715",
2023-05-12,Company H,O6G6syq,103,70,"86 Rue Thiers, Boulogne-Billancourt, France","Rue du Bois Barbier, 60880 Le Meux, France",-117,test_3@test.com,FINISHED,186,98,
2023-05-12,Company H,RfgUoDU,80,45,"26 Allée des Frères Voisin, Paris, France","76 Rue Waldeck-Rousseau, Vaires-sur-Marne, France",-170,test_2@test.com,FINISHED,78,12,
2023-05-12,Company H,3g1CsCd,88,36,"30 Rue de Paris, 93130 Noisy-le-Sec, France","2 Mail des Droits de l'Homme, Noisy-le-Grand, France",-105,test_1@test.com,FINISHED,40,63,
2023-05-12,Company I,GLAH91Q,38,25,"30 Rue de Paris, 93130 Noisy-le-Sec, France","14 Allée Espécel, Villemomble, France",-103,test_3@test.com,FINISHED,12,28,
2023-05-12,Company I,Q8QkYAz,44,25,"2 Mail des Droits de l'Homme, Noisy-le-Grand, France","30 Rue de Paris, 93130 Noisy-le-Sec, France",-169,test_4@test.com,FINISHED,44,49,
2023-05-12,Company I,QeRXWkD,25,20,"30 Rue de Paris, 93130 Noisy-le-Sec, France","174 Rue Diderot, Pantin, France",-173,test_2@test.com,FINISHED,12,32,
2023-05-12,Company J,BetLPTQ,85,52,"97 Avenue Gallieni, 93140 Bondy, France","8 Rue Faidherbe, Paris, France",-103,test_1@test.com,FINISHED,52,124,
2023-05-12,Company J,YovQJbz,30,21,"29 Rue Frémicourt, 75015 Paris, France","17 Rue du Docteur Lancereaux, Paris, France",-180,test_1@test.com,FINISHED,10,49,
2023-05-12,Company K,erPsbPZ,33.75,23,"74, route de la Reine 92100 Boulogne","66 Avenue Pierre Brossolette, 92240 Malakoff, France",-109,test_5@test.com,FINISHED,14,48,
2023-05-12,Company K,FNsUhws,22.5,15,"80 Rue de Longchamp, 75016 Paris, France","11 Rue César Franck, Paris, France",-154,test_3@test.com,FINISHED,8,34,
2023-05-12,Company K,NqKfz04,22.5,20,"15-17 Rue Barbès, 92120 Montrouge, France","143 Avenue de Verdun, Issy-les-Moulineaux, France",-164,test_1@test.com,FINISHED,16,60,
2023-05-12,Company K,5annVRs,533,444.25,"5 Rte des Loges, 91290 La Norville, France","18 Rue de Montauby, Saint-Martin-de-Seignanx, France",326,test_3@test.com,FINISHED,"1,486",13,
2023-05-12,Company L - M,yNW4Lqe,58,35,"20 Rue Louise de Vilmorin, 91630 Avrainville, France","40 Rue du Bois, La Verrière, France",-268,test_2@test.com,FINISHED,88,13,
2023-05-12,Company L - M,6NhmF6j,158,100,"184 Av. du Mont Riboudet, 76000 Rouen, France","1 Rue Abel Gance, Bois-d'Arcy, France",61,test_3@test.com,CANCELLED,308,410,
2023-05-12,Company L - M,No1ytvQ,158,100,"184 Av. du Mont Riboudet, 76000 Rouen, France","1 Rue Abel Gance, Bois-d'Arcy, France",-77,test_2@test.com,FINISHED,308,97,
2023-05-12,Company L - M,VfPNqGW,158,100,"184 Av. du Mont Riboudet, 76000 Rouen, France","1 Rue Abel Gance, Bois-d'Arcy, France",-150,test_4@test.com,FINISHED,308,182,
2023-05-12,Company L - M,DaP1HE1,25,21,"6 Rue Joannes Carret, 69009 Lyon, France","378 Avenue de l'Industrie, Rillieux-la-Pape, France",-187,test_3@test.com,FINISHED,24,38,
2023-05-12,Company N - O,1l0N7us,125,100,"7 Chemin des Berges, Annecy, France","7 Rue des Frères Salvez, 01500 Ambérieu-en-Bugey, France",-104,test_4@test.com,FINISHED,202,150,
2023-05-12,Company N - O,MyBp6VJ,342.91,206.49,"16 Avenue de la Blandinais, Saint-Étienne-de-Montluc, France","1598 Rte de Quarante Sous, 78630 Orgeval, France","3,531",test_1@test.com,FINISHED,908,"4,014",
2023-05-12,Company N - O,FdBSENu,39,33,"4 Rue Emile Mathis, 67800 Hœnheim, France","13 Rue de la Nuée Bleue, Strasbourg, France",-174,test_1@test.com,FINISHED,14,29,
2023-05-12,Company N - O,FknjeAJ,39,40,"13 Rue de la Nuée Bleue, Strasbourg, France","4 Rue Emile Mathis, 67800 Hœnheim, France",-105,test_3@test.com,FINISHED,12,44,
2023-05-12,Company P,kxNScP0,109,73,"Rue d'Ariane, Chessy, France","7 Av. Roger Hennequin, Trappes, France",-298,test_5@test.com,FINISHED,146,116,
2023-05-15,Company P,0L6kuki,103,86,"271 Rue de Péchabout, Agen, France","1 Avenue de l'Europe, 31620 Castelnau-d'Estrétefonds, France",-85,test_1@test.com,FINISHED,170,107,
2023-05-15,Company P,0RLQigE,127,86,"6 rue de la haye, Schiltigheim, France","Rue de l'Ingénieur Kind, 57600 Forbach, France",-168,test_4@test.com,FINISHED,256,95,
2023-05-15,Company P,3V6ilv6,223,143.29,"WA, ZA DES ANSEREUILLES, ALLEE DE LA DEULE, WAVRIN, FRANCE, 59136, France","24 rue de la villageoise,  creil, France",-384,test_1@test.com,FINISHED,382,240,
2023-05-15,Company Q - R,9EbNbMY,103,87,"36 rue lafayette,  le mans, France","Rue Bennefray, Rives-du-Loir-en-Anjou, France",-419,test_5@test.com,FINISHED,162,67,
2023-05-15,Company Q - R,BMNLXsg,175,175,"Clos du Grand Chemin, 79210 Prin-Deyrançon, France","Rue Santos Dumont, 44860 Saint-Aignan-Grandlieu, France",-236,test_4@test.com,FINISHED,326,142,
2023-05-15,Company Q - R,U2XXpkf,570,453,"1 Avenue des Prés, Guyancourt, France","97 Route du Bousquet, Bretagne-de-Marsan, France",-208,test_4@test.com,FINISHED,"1,434",490,
2023-05-15,Company Q - R,CJUBU9x,257,215.89,"1 Rue du Danemark, 56400 Auray, France","75 Promenade des Cours, Poitiers, France",-116,test_3@test.com,FINISHED,636,280,
2023-05-15,Company S,kcXWsZ4,58,30,"14 Allée du Bec de Canard, Saint-Nom-la-Bretèche, France","19 Rue d'Arcueil, Rungis, France",99,test_2@test.com,CANCELLED,70,72,
2023-05-15,Company S,p0XACJC,60,30,"13 Rue Lazare Carnot, Le Pré-Saint-Gervais, France","26 Allée des Frères Voisin, Paris, France",110,test_5@test.com,FINISHED,40,49,
2023-05-15,Company S,CDQXwtO,25,20,"30 Rue de Paris, 93130 Noisy-le-Sec, France","20 Avenue du Général Leclerc, Pantin, France",-175,test_1@test.com,FINISHED,14,39,
2023-05-15,Company S,DOUVzTy,25,20,"20 Avenue du Général Leclerc, Pantin, France","30 Rue de Paris, 93130 Noisy-le-Sec, France",-103,test_1@test.com,FINISHED,8,29,
2023-05-15,Company A,4hKtBEQ,235,180,"21 Rue des Pépinières, Longeville-lès-Metz, France","1598 Rte de Quarante Sous, 78630 Orgeval, France",-1,test_4@test.com,FINISHED,714,246,
2023-05-15,Company A,RlpBudV,90,74,"220 Rue du Bois de la Chapelle, Montagna-le-Reconduit, France","7 Rue des Frères Salvez, 01500 Ambérieu-en-Bugey, France",-97,test_1@test.com,FINISHED,128,95,
2023-05-15,Company A,okhSmoU,125,230,"6 Chemin des Plots, Devay, France","Rue de la Gare, 18000 Bourges, France",-242,test_3@test.com,CANCELLED,228,138,
2023-05-15,Company B,KuwouiJ,160,134,"2 Via Don Carlo Marzocchi, Casalecchio di Reno, Italia","Via I Maggio, 103, 20863 Concorezzo, Provincia di Monza e della Brianza, Lombardia, Italia",-43,test_1@test.com,FINISHED,476,232,
